Title,Summary,Publishing Date
Science Confirms Plato's Theory: Earth Is Made of Cubes,"From Popular MechanicsA new analysis suggests rocks are likely to break into their Plato-assigned shape: cubes.
The Platonic solids are 3D shapes that Plato also gave a ""classical element"" value.
New research shows a Platonic ideal may be true after all: The world may primarily break into cubes, and not just in Minecraft.
In a new paper, researchers from the U.S. and Hungary go through a simulation of the world’s “natural 3D fragments” and find that, indeed, most do conform to a cube-like form factor.
Indeed, the Platonic solids are the subject of this new paper, but Plato would have loved the gömböc.",07/22/2020
‘Good Morning America’ Producer Daisha Riley Dies at 35,"“Good Morning America” producer Daisha Riley, remembered by colleagues for her “grit and grace,” died at the age of 35 “suddenly and unexpectedly,” host Michael Strahan told viewers on Tuesday.
Also Read: ABC News Hosts Pay Tribute to 'Good Morning America' Camera Operator Who Died of Coronavirus Complications“Daisha loved nothing more than telling America a story,” Strahan said, calling her a “pillar to ‘GMA.
She took pride in her work and she fought for it, because to Daisha, there was no greater privilege than helping you at home start your day.
And trust us when we say, for all of us at ‘GMA,’ there was no greater privilege than knowing Daisha Riley.”“She was beloved by all of us here.
Read original story ‘Good Morning America’ Producer Daisha Riley Dies at 35 At TheWrap",07/22/2020
Sen. Wyden: Trump’s plan to send federal troops to other cities is to drum up his base support,"Democratic Sen. Ron Wyden of Oregon joins Yahoo News Editor in Chief Daniel Klaidman and Chief Investigative Correspondent Michael Isikoff to discuss the ongoing confrontations between federal agents and protesters in Portland and weighs in on President Trump’s plans to send federal troops to other cities, including Chicago and New York.",07/22/2020
"People are more likely to contract COVID-19 at home, study finds","By Sangmi ChaSEOUL (Reuters) - South Korean epidemiologists have found that people were more likely to contract the new coronavirus from members of their own households than from contacts outside the home.
By age group, the infection rate within the household was higher when the first confirmed cases were teenagers or people in their 60s and 70s.
Children with COVID-19 were also more likely to be asymptomatic than adults, which made it harder to identify index cases within that group.
""The difference in age group has no huge significance when it comes to contracting COVID-19.
Children could be less likely to transmit the virus, but our data is not enough to confirm this hypothesis,"" said Choe.",07/22/2020
Kim Kardashian Is 'Completely Devastated' That Kanye West Tweeted She Tried to 'Lock Him Up',"Last night, the rapper went on a Twitter rant about his wife Kim Kardashian trying to intervene and get him help following his South Carolina campaign rally on Sunday.
He asserting on Twitter that she and her mother Kris Jenner were trying to ""lock [him] up,"" and that really upset and devastated Kardashian, Entertainment Tonight is now reporting.
On Twitter last night, West posted a series of tweets, many of which have been deleted now.
Photo credit: Instagram MorePhoto credit: Instagram MoreEntertainment Tonight spoke to a source about how Kardashian is feeling about this.
The source said that Kardashian ""has been trying to get Kanye help for his recent episode but he’s refused it.""",07/22/2020
'I wish her well': Trump on Ghislaine Maxwell,"President Trump said on Tuesday that he wishes Ghislaine Maxwell well.
Maxwell, a former associate of Jeffrey Epstein, is awaiting trial on charges that she helped recruit girls Epstein sexually abused.",07/22/2020
Sean Hannity Contradicts Donald Trump On Coronavirus Crisis,"Sean Hannity may be one of President Donald Trump’s most reliable sycophants, but the Fox News personality appeared to contradict the president on Tuesday.
On the same day Trump finally admitted the coronavirus pandemic will get worse before it gets better, Hannity declared “the situation is getting better, not worse.” (See the clip below.)
The total U.S. death toll has surpassed 142,000 and the confirmed number of infections nears a staggering 4 million.
Trump for months downplayed the pandemic, defied medical experts on mask-wearing (until very recently) and pushed for states and schools to reopen, even as outbreaks raged.
During his first coronavirus briefing in months, Trump on Tuesday seemed to acknowledge the reality.",07/22/2020
Thousands of workers walk off jobs to ‘strike for Black lives’,"Thousands of union workers left their jobs on Monday in an effort to support initiatives to dismantle racism in a protest that was dubbed the Strike for Black Lives.
The protest was organized by union groups including the Service Employees International Union (SEIU), the American Federation of Teachers, United Farm Workers, and the Fight for $15 and a Union, alongside social justice groups including the Movement for Black Lives, U.S.
Workers are targeting fast food companies like McDonald’s (MCD) to highlight the overrepresentation of minorities working in low-wage and front-line jobs during the coronavirus pandemic.
Amika Tendaji of Black Lives Matter Chicago speaks to people outside the McDonald's restaurant on 180 W. Adams St. in Chicago on Monday, July 20, 2020.
The event is a part of a nationwide strike that organizers hoped would involve tens of thousands of people walking off the job.",07/22/2020
Kanye West's erratic behavior puts spotlight on bipolar disorder,"US rapper and apparent presidential candidate Kanye West has in the past opened up about his struggles with bipolar disorder.
- Highs and lows -Bipolar disorder, formerly known as ""manic depression,"" is characterized by extreme mood swings.
Another line of research suggests that bipolar disorder could be linked to a flaw in how cells regulate energy, said Nierenberg.
People with bipolar disorder are sensitive to such disruptions, which means events like the coronavirus pandemic and lockdowns can cause particular harm.
-There is thought to be an over-representation of artists, writers and musicians among people with bipolar disorder, a subject explored in the book ""Touched with Fire.""",07/22/2020
"Descendant of Robert E. Lee: Black lives matter, statues of the confederate general should be removed","A descendant of Robert E. Lee, Rev.
Robert Wright Lee, told a House panel on Tuesday that Black lives matter, and that statues and memorials to the general in the Confederate army should be removed.",07/22/2020
Fifteen people injured in shootout at Chicago funeral,"Fifteen people were wounded in a shooting at a Chicago funeral home Tuesday as the city reels from a recent surge in gun violence, authorities said.
One person was in custody, Chicago Police First Deputy Superintendent Eric Carter told reporters Tuesday night.
Police initially said 14 people were injured in the shooting, but in an update on Wednesday morning said that an additional person had been wounded.
Carter said the shooting, in the city’s Auburn Gresham neighborhood, occurred after a speeding black car opened fire on funeral attendees Tuesday evening.
People at the funeral returned fire before the car sped away and crashed, Carter said.",07/22/2020
Kanye West says he's 'doing well' with Dave Chapelle as Kim Kardashian is 'worried and upset': Source,"Kanye West had a visitor to his Wyoming ranch amid his headline-making tweets about his family — but it wasn’t wife Kim Kardashian.
The rapper and 2020 presidential candidate shared a video on Tuesday with “true friend,” Dave Chapelle.
“She was truly shocked,” said the source, but noted that “Kim just wants to get him help right now.”People reports Kardashian has been trying to get West help for weeks.
“I think we’re in a pretty good place with it now,” Kardashian shared in the May 2019 issue.
Traveling a lot does set it off, so he doesn’t travel as much as he used to,” Kardashian shared.",07/22/2020
Why one strategist thinks stocks can fall 10% by year-end: Morning Brief,"ET: KeyCorp ( KEY ) is expected to report adjusted earnings of 8 cents per share on revenue of $1.59 billion6:55 a.m.
ET: Microsoft ( MSFT ) is expected to report adjusted earnings of $1.37 per share per share on revenue of $36.54 billion4:05 p.m.
ET: Chipotle ( CMG ) is expected to report adjusted earnings of 28 cents per share on revenue of $1.33 billion4:10 p.m.
ET: Whirlpool ( WHR ) is expected to report adjusted earnings of $1.00 per share on revenue of $3.62 billion4:10 p.m.
ET: Equifax (EFX) is expected to report adjusted earnings of $1.30 per share on revenue of $907.77 millionTop News",07/22/2020
Portland protesters clash with federal law enforcement officers,What the Author of Me and White Supremacy Wants You to Know About Anti-Racism Work,07/22/2020
Trevor Noah Explains How Portland’s Naked Protester And An Army Of Angry Moms Stood Up To Donald Trump’s “Secret Police”,"On Tuesday night, Daily Show host Trevor Noah surveyed the scene in Portland where, after 50 days of peaceful Black Lives Matters protests, Donald Trump sent in masked federal agents in unmarked vans to make arrests.
“That sounds less like Democracy and more like an episode of Narcos,” observed Noah.
Even more impressive was the former navy officer who did not even flinch as federal agents hit him with batons.
Watch Noah’s Daily Show bit on the Portland protests below.
Unidentified officers, unmarked vans and an unclothed protestor – here’s what you need to know about what’s happening in Portland: pic.twitter.com/gY6HNDuVa9 — The Daily Show (@TheDailyShow) July 22, 2020Sign up for Deadline's Newsletter.",07/22/2020
"Martha Stewart, 78, Shows Us How a Swimsuit Thirst Trap Is Done","Martha Stewart is half-submerged in her Hamptons Pool wearing nothing but a scrap of fabric, a fist-full of diamonds, and a perfect duck face.
The Martha Stewart who wore sensible androgynous gardening smocks is dead.
Meet 2020 Martha Stewart: glistening mermaid and Instagram THOT (That Home-Living-Expert Over There.)
The New York Times Food For Tomorrow Conference 2016 - Day 2 Neilson Barnard/Getty Images MoreFor the uninitiated, a “thirst trap” is an image posted online in which the subject is both obviously trying to look sexy, and obviously succeeding at looking sexy.
She looks like she's exhaling 1,000 cigarette but, like, in the time before people knew cigarettes were bad.",07/22/2020
Can Trump overcome Biden's lead in the polls?,"He currently trails presumptive Democratic nominee Joe Biden by nearly 9 points, according to an average of the most recent national polls.
Polling experts point out that national polls often make a race look less competitive than it really is.
National polls in 2016 were mostly correct in predicting Clinton would win the popular vote.
The coronavirus is likely to be the decisive issue for most voters in the 2020 election, experts say.
… Exactly four years ago (in June 2016), Hillary Clinton led Trump in the polls by 5 percentage points.",07/22/2020
Ohio House Speaker Larry Householder arrested in $60 million bribery case,"CINCINNATI – Federal officials arrested Ohio House Speaker Larry Householder and four others Tuesday as part of a $60 million racketeering and bribery investigation that prosecutors describe as one of the largest public corruption cases in Ohio history.
""This is likely the largest bribery, money laundering scheme ever perpetrated against the people of the state of Ohio,"" said U.S. Attorney David DeVillers, whose office will lead the prosecution of the case.
Ohio House Speaker Larry Householder is one of the power players in Republican politics in the state.
The criminal complaint accuses Householder of creating an enterprise to collect large sums of money for him and others involved in the conspiracy.
According to the criminal complaint, the arrests are the result of a nearly two-year investigation into bribes and money laundering by the FBI.",07/22/2020
'He put his finger in my face': Ocasio-Cortez details 'rage' incident with House Republican,"Out of nowhere, Yoho comes up to me and puts his finger in my face and flies off in a rage.
“He did not call Rep. Ocasio-Cortez what has been reported in The Hill or any name, for that matter,” Brian Kaveney, Yoho’s press secretary, said in a statement.
“He kept muttering insults at me as I was walking away, but I didn’t try to make it out,” she explained.
It is unfortunate that Rep. Ocasio-Cortez is using this exchange to gain personal attention.”It’s unclear what, if any, repercussions Yoho could face for his conduct.
House Majority Leader Steny Hoyer called on Yoho to apologize to Ocasio-Cortez on the House floor.",07/22/2020
"'This is not a dictatorship!': Portland protesters push back harder against Trump, federal agents","PORTLAND, Ore. — Najee Gow paced the street Tuesday in front of the graffiti-covered federal courthouse, a megaphone at his lips.
This is a democracy!”Gow was putting words to a wave of growing anger and resentment in Portland after President Donald Trump suddenly deployed more than 100 federal law enforcement agents last week to the liberal city he has repeatedly criticized.
""We cannot have secret police abducting people in unmarked vehicles.”Trump vowed to send federal agents to other cities.
— Donald J. Trump (@realDonaldTrump) July 19, 2020In Portland, activists said the federal presence had created more violence.
According to federal court documents filed Tuesday, there are 114 federal officers deployed to Portland, including representatives from the Federal Protective Service, Immigration Customs Enforcement, U.S. Customs and Border Protection and the U.S.",07/22/2020
Trump to deploy federal agents in Chicago as mayor warns him not to send the 'troops',"Donald Trump was reportedly planning on sending 150 federal law enforcement officers to Chicago, despite criticism over his threats to send agents nationwide to quell demonstrations after unidentified officials were seen detaining activists in Portland.
Mr Trump signed an executive order allowing his administration to send the federal agents to cities nationwide, as part of an effort to crackdown on the toppling of monuments and statues on federal grounds.
“We’re sending law enforcement,” he said.
The Chicago Police Department also released a statement on Monday saying it “does not maintain any authority over the federal government’s deployment of federal law enforcement agents” throughout the city.
“We regularly work alongside our local and federal law enforcement agency partners toward the common goal of keeping Chicago residents safe,” the statement continued.",07/22/2020
Hong Kong protesters gather on anniversary of mob attack,"Scattered individuals around the Yoho mall and Yuen Long train station chanted slogans including ""Hong Kong independence, the only way out"".
Groups of youngsters roaming the malls cursed police from a distance and chanted: ""Liberate Hong Kong.
Revolution of our Times"", a slogan the government has warned might violate new national security laws.
""But Hong Kong people should still keep the revolutionary spirit, and fight for their freedoms.""
Hong Kong authorities say it will help bring stability.",07/22/2020
Tom Cotton: Portland Protesters Are Just Like Confederate ‘Insurrectionists’,"Sen. Tom Cotton (R-AR) on Tuesday compared anti-racism protesters in Portland to—of all people—Confederate “insurrectionists,” likening the Trump administration’s use of federal agents to Abraham Lincoln defending Fort Sumter.
“The federal government cannot allow anarchists and insurrectionists to destroy federal courthouses, federal buildings or other federal property,” he bellowed.
“And just like President Lincoln wouldn’t stand for that, the federal government today cannot stand for the vandalism, the firebombing, or any attacks on federal property,” Cotton continued.
“Cotton has opposed renaming such installations.”“BREAKING: Sen. Tom Cotton advocates building statues, renaming military bases to honor Portland protesters,” Washington Post columnist Paul Waldman joked.
Early Tuesday morning, a crowd of thousands participated in protests at the federal courthouse, clashing with federal agents who had holed up inside the building.",07/22/2020
"Chicago won't see 'Portland-style deployment' of federal agents, Mayor Lori Lightfoot says","CHICAGO – The mayor of Chicago said Tuesday that the Trump administration would not be deploying unnamed federal officers to the city, as seen in Portland in recent days.
""What I understand at this point, and I caveat that, is that the Trump administration is not going to foolishly deploy unnamed agents to the streets of Chicago,"" Mayor Lori Lightfoot said Tuesday.
Chicago Mayor Lori Lightfoot, joined by Chicago Public Schools CEO Dr. Janice K. Jackson, right rear, announce a preliminary reopening framework for public schools during a press conference, Friday, July 17, 2020, at CPS Headquarters in Chicago.
Pritzker said that if the Trump administration is thinking about sending agents in, it should be in contact with the governor and the mayor of Chicago.
Federal officers in Chicago?",07/22/2020
Portland protests: Chad Wolf says federal forces ‘will not retreat’ and rejects anger at ‘stormtroopers’,"Acting homeland security chief Chad Wolf said yesterday that federal law enforcement officers in Portland “will not retreat”, even as criticism of their deployment rose to a new pitch and protesters flooded the streets in increasing numbers.
Defending the officers’ actions and calling “smear attacks” against them “disgusting”, Mr Wolf told the media that they will see their task through to the end.
Work with the department and other federal authorities in Portland to responsibly bring this nightly violence to a close.
That description is offensive, it’s hyperbolic, and it’s dishonest.”Meanwhile, the troops’ efforts to quell the protests increasingly appear to be backfiring.
However, she has also drawn a line at the kind of actions seen in Portland.",07/22/2020
"Descendant of Robert E. Lee: Black lives matter, statues of the confederate general should be removed","A descendant of Robert E. Lee, Rev.
Robert Wright Lee, told a House panel on Tuesday that Black lives matter, and that statues and memorials to the general in the Confederate army should be removed.",07/22/2020
Lee descendant urges removing Confederate statues,What the Author of Me and White Supremacy Wants You to Know About Anti-Racism Work,07/22/2020
Photos show how the Robert E. Lee statue in Virginia has been reclaimed to support the Black Lives Matter movement,"REUTERS/Jay PaulThe Robert E. Lee statue in Richmond, Virginia, has been reclaimed with Black Lives Matter art and messages since the death of George Floyd.
The statue of Robert E. Lee in Richmond, Virginia, — one of the most infamous Confederate monuments in the US — has been reclaimed with images to support the Black Lives Matter movement after the death of George Floyd.
An image of George Floyd is projected on the statue of Confederate General Robert E. Lee in Richmond, Virginia, U.S. June 20, 2020.
Artist Dustin Klein projects a Black Lives Matter image onto the statue of Confederate General Robert E. Lee in Richmond, Virginia, U.S. June 18, 2020.
Du Bois onto the statue of Confederate General Robert E. Lee in Richmond, Virginia, U.S. June 18, 2020.",07/22/2020
Seattle sued by family of man killed in autonomous protest zone,"The family of a 19-year-old man who was killed in Seattle's autonomous protest zone in June have filed a wrongful-death lawsuit against the city.
Lorenzo Anderson's family say Seattle created unsafe conditions by allowing the existence of the Capitol Hill Occupied Protest (Chop) zone.
Protesters also refer to it as the Capitol Hill Occupied Protest, or Chop More""It let my son down, it let me down.
According to the family, video recorded from the scene shows medical officials refusing to enter the Chop zone without a police escort.
The lawsuit filed on Monday is not the first against Seattle related to the Chop zone.",07/22/2020
SJPD hit with federal civil rights lawsuit over injuries to George Floyd protesters,"New video obtained by the ABC7 I-Team shows San Jose Police firing rubber bullets at protesters, just days after George Floyd's death at the hands of police in Minnesota.",07/22/2020
New York police seen clearing protesters from Occupy City Hall zone,"New York police officers are seen clearing protesters from the Occupy City Hall zone on July 22.
The footage shows a large group of officers sweep through the camp, forcing protesters out of the area.
The movement began in response to the death of George Floyd and it's a throwback to the Occupy Wall Street movement that sprung up in 2011.",07/22/2020
Leaked Documents Show the DNC’s Plans for a ‘Reimagined’ Convention,"These are the Democratic National Committee’s current plans for the party’s convention in four weeks, according to a ten-page preview outline for the event obtained by The Daily Beast.
According to the plan, while the convention will feature “major programmatic elements” each night of the convention, one or more of the “main” speakers each night will address the nation from an unnamed “message-based location” in swing states around the country.
Of those, only Biden is currently expected to speak from the convention state in Milwaukee.
John Kasich of Ohio, likely on the first night of the convention, with other “surprise” speakers as well.
Our plans are not yet confirmed and will continue to take shape over the next several weeks as we make adjustments to best protect public health.”",07/22/2020
John Kasich is expected to speak at the Democratic National Convention,"Former Vice President Joe Biden, the presumptive Democratic nominee, is looking to reel in support from prominent Republicans who are dissatisfied with President Trump as the November election approaches, The Associated Press reports.
He's reportedly close to convincing one big-name former governor already.
John Kasich, the former GOP Ohio governor, has reportedly been approached to speak at the Democratic National Convention next month on Biden's behalf, and he's expected to follow through, a person with direct knowledge of the plans told AP.
Per AP, a handful of other high-profile Republicans are likely to follow suit this fall.
Read more at The Associated Press.",07/22/2020
Report: Joe Biden may end up giving the only major Democratic convention speech from Milwaukee,"Former Vice President Joe Biden may be the only one at next month's Democratic National Convention who ends up giving a major speech from the host city of Milwaukee, the Daily Beast reported Monday.
One source said that organizers were still planning to have at least one major speech delivered from Milwaukee each night of the August 17- 20 convention.
As expected, Biden will give his acceptance speech on the fourth and final night of the convention.
Of that, the story said, the Milwaukee 2020 Host Committee still has to raise ""north of $8 million.""
This article originally appeared on Milwaukee Journal Sentinel: Joe Biden may end up giving the only major DNC speech from Milwaukee",07/22/2020
Trump Praises Federal Officers in Portland and Suggests More Will Be Deployed to Other Cities. Here's What to Know About the Portland Protests,"The situation intensified after an increased presence of federal officers were first deployed in early July to crack down on protesters.
Freelance journalist Garrison Davis has been documenting Portland’s protests since May, and he tells TIME the protests have “only gotten substantially larger” since federal officers arrived.
Davis was on the scene when federal officers shot La Bella in the head with impact munitions while he was holding up a boombox.
pic.twitter.com/Na1h5BUaAOProtests intensified after La Bella’s injury and reports that demonstrators were detained by federal officers.
“Based on recent actions by federal law enforcement officers, I am not comfortable having them in our space,” he said.",07/22/2020
Growing debate over use of federal force amid Portland clashes,"Mayors from six different cities — including New York and Chicago — have written to the Trump administration to not send federal officers to patrol their streets.
This comes after weeks of violence between protesters and Homeland Security officers in Portland, Oregon.
Carter Evans reports.",07/22/2020
Chicago police say attacks on officers at protest appeared organized as more than 20 complaints filed against cops,"CHICAGO — Chicago police released a video showing what they say are a group of protesters wielding black umbrellas and shields pelting officers with projectiles.
“It’s a sacred right to protest in this country and we don’t want to now assume peaceful protest might turn violent,” Brown said.
… Because of these mob actions, we must protect our officers,” Brown said.
No permit had been issued for the march that preceded the conflict in Grant Park, Brown said, suggesting leadership was fractured.
“These peaceful protests have been hijacked and that’s one of the things I think people need to consider,” he said.",07/22/2020
"Chicago activist, 18, says officer knocked out her front tooth","An 18-year-old activist in Chicago said an officer knocked her front tooth out at a protest in the city Friday night where protesters trying to topple a Christopher Columbus statue clashed with police.
An anti-violence organization she is a part of posted a video on Twitter that appears to show an officer hitting her.
The activist, Miracle Boyd, was at Grant Park where she said an officer knocked out her front tooth as she recorded the arrest of a protester.
Activist Miracle Boyd speaks in Chicago.
""We unequivocally condemn Mayor Lori Lightfoot's decision to send the Chicago police to beat, arrest, and terrorize the demonstrators and journalists gathered in Grant Park tonight,” the statement said.",07/22/2020
Chicago police release video from Grant Park Columbus statue protest,The Chicago Police Department has released video from last week's protest at Grant Park near the Christopher Columbus statue that ended with several officers hurt.,07/22/2020
Breached levees trap thousands as flooding in China worsens,"(Tang Yang/Xinhua via AP)BEIJING (AP) — Breached levees have trapped more than 10,000 people in an eastern Chinese town as flooding worsens across much of the country, local authorities said Tuesday.
China’s Meteorological Administration said more heavy rainfall along the Yellow River and Huai River is expected over the next three days.
On Sunday, a dam in Anhui was blasted to allow flood waters to flow downriver.
The province's Wangjiaba dam on the Huai River opened its 13 sluice gates on Monday, flooding cropland and forests to prevent more extensive damage down river.
Both the Yangtze, China's mightiest river, and the Yellow River to the north have become engorged following torrential rains.",07/22/2020
Greta Thunberg to donate one-million-euro humanitarian prize,"Greta Thunberg, the Swedish environment campaigner, has been awarded a new humanitarian prize worth one million euros.
The 17-year-old founder of School Strike for Climate, won the inaugural Gulbenkian Prize for Humanity.
Ms Thunberg said she will be donating the prize money to charitable projects that are combating ""the climate and ecological crisis"".
As well as being awarded Time Magazine's Person of the Year in 2019, Ms Thunberg has been nominated twice for the Nobel Peace Prize.
Responding to the news, she said: ""I am extremely honoured to receive the Gulbenkian Prize for Humanity.",07/22/2020
Spaceflight and Tethers Unlimited team up on deorbiting system for satellite carrier,"An artist’s conception shows Spaceflight’s Sherpa-FX, the first orbital transfer vehicle to debut in the company’s Sherpa-NG (next generation) program.
Illustration)Seattle-based Spaceflight Inc. says it’ll use a notebook-sized deorbiting system developed by another Seattle-area company to deal with the disposal of its Sherpa-FX orbital transfer vehicle.
Tethers Unlimited’s system provides an affordable path to reducing space debris, which is becoming a problem of greater concern as more small satellites go into orbit.
The system builds on the legacy of Spaceflight Inc.’s first free-flying satellite deployer, which was used for a 64-satellite mission in 2018.
When the transfer vehicle has completed its mission, an electrical signal will activate the system to wind out the conductive tape.",07/22/2020
River Thames 'severely polluted with plastic',"Plastic on the banks of the River ThamesThe River Thames has some of the highest recorded levels of microplastics for any river in the world.
They warn that careless disposal of plastic gloves and masks during the coronavirus pandemic might make the problem of plastic pollution worse.
Many forms of microplastics were found in the Thames, including glitter, microbeads from cosmetics and plastic fragments from larger items.
Plastic lining the shore at the Thames Estuary in Kent MoreWhere does the plastic come from?
Katharine Rowley of Royal Holloway said it's unclear why there's such a high density of plastic in the River Thames, but called for people to think about the plastic they use and throw away.",07/22/2020
Climate change: Polar bears could be lost by 2100,"Polar bears will be wiped out by the end of the century unless more is done to tackle climate change, a study predicts.
Polar bears are listed as vulnerable to extinction by the International Union for Conservation of Nature (IUCN), with climate change a key factor in their decline.
By modelling the energy use of polar bears, the researchers were able to calculate their endurance limits.
""The trajectory we're on now is not a good one, but if society gets its act together, we have time to save polar bears.
The findings match previous projections that polar bears are likely to persist to 2100 only in a few populations very far north if climate change continues unabated.",07/22/2020
Hope probe: UAE launches historic first mission to Mars,"The United Arab Emirates' historic first mission to Mars is under way, after a successful lift-off in Japan.
The Hope probe launched on an H2-A rocket from Tanegashima spaceport, and is now on a 500-million-km journey to study the planet's weather and climate.
رحلة موفقة pic.twitter.com/AsnkYINX2C— NASA's Perseverance Mars Rover (@NASAPersevere) July 19, 2020Why is the UAE going to Mars?
Graphic illustrating the trajectory of UAE's Hope mission to Mars MoreIn particular, scientists think it can add to our understanding of how Mars lost much of its air and with it a great deal of its water.
Robotic probe: Hope has taken six years to develop More",07/22/2020
Amazon soya and beef exports 'linked to deforestation',"Brazil provides more than a quarter of EU beef importsUp to one-fifth of Brazil's soya exports to the European Union may be ""contaminated"" by illegal deforestation, a study has found.
Researchers used freely available maps and data to identify the specific farms and ranches clearing forests to produce soya and beef destined for Europe.
They found 2% of properties were responsible for 62% of illegal deforestation.
Reports from non-governmental organisations and journalistic investigations have previously revealed cases of soya and beef being produced in areas of deforestation and exported.
Roughly 20% of soya exports and at least 17% of beef exports to the EU may be ""contaminated with illegal deforestation"", the researchers said.",07/22/2020
Scientists shed light on how the blackest fish in the sea 'disappear',"Her detailed study of the animal's ""ultra-black"" skin revealed that it traps light.
There is, Dr Osborn explained, nowhere to hide from predators in the deep ocean, so this ""ultra-blackness"" renders creatures almost invisible.
Several ultra-black species, according to the research, appear independently to have evolved the exact same trick.
""You don't know where that light is going to come from,"" Dr Osborn explained.
""Being so very black really helps these creatures to survive.""",07/22/2020
Climate change: Summers could become 'too hot for humans',"Global warming will increase the chances of summer conditions that may be ""too hot for humans"" to work in.
When we caught up with Dr Jimmy Lee, his goggles were steamed up and there was sweat trickling off his neck.
""It really hits you when you first go in there,"" Dr Lee says, ""and it's really uncomfortable over a whole shift of eight hours - it affects morale.""
It's when the body is unable to cool down properly so its core temperature keeps rising to dangerous levels and key organs can shut down.
Yet that's the level Dr Lee and his colleagues are regularly experiencing at Singapore's Ng Teng Fong General Hospital.",07/22/2020
US farmers' beef with Burger King over cow fart ad,"Fast food chain Burger King has released an advertisement encouraging US farmers to change cow diets in order to reduce greenhouse gas emissions.
Burger King claims adding lemongrass to cow diets could ease digestion and dramatically reduce methane emissions.
Focus on climate changeThe ad was released as part of an announcement by Burger King owner Restaurant Brands International (RBI).
Burger King has been under pressure over the last year, as consumers increasingly look to reduce their beef consumption due to concerns about their health and climate impact.
Burgers made from cows on the diet will be available at Burger King restaurants in certain US cities this month.",07/22/2020
Solar Orbiter: Closest ever pictures taken of the Sun,"The circle at bottom-left gives an indication of sizeNew pictures of the Sun taken just 77 million km (48 million miles) from its surface are the closest ever acquired by cameras.
They come from the European Space Agency's Solar Orbiter (SolO) probe, which was launched earlier this year.
These are millionths of the size of the Sun's giant flares that are routinely observed by Earth telescopes.
Different frequencies show different features MoreThe European Space Agency (Esa) satellite was despatched on a rocket from Cape Canaveral in the US in February.
Solar Orbiter's suite of instruments will allow it to untangle the details of what drives the Sun's dynamic behaviour.",07/22/2020
Desert telescope takes aim at ageing our Universe,"Another telescope has entered the debate about the age and expansion rate of the Universe.
Measuring small variations in the CMB's polarisation properties (red and blue colours) will yield an age for the Universe.
There could have been a process or a mechanism that gives you different physics on different scales.
This other camp includes the mighty Hubble Space Telescope itself and the Gaia space observatory, which is mapping the positions of nearby stars with a precision that's unprecedented in the history of astronomy.
One or both is wrong somewhere, or perhaps there is some new physics out there that neither side has grasped.",07/22/2020
Climate change: Siberian heatwave 'clear evidence' of warming,"An international team of climate scientists, led by the UK Met Office, found the record average temperatures were likely to happen less than once every 80,000 years without human-induced climate change.
The scientists described the finding as ""unequivocal evidence of the impact of climate change on the planet"".
Climate scientists use computer simulations to compare the climate as it is today with the climate as it would have been without human influence to see how likely different weather events would have been.
What happens in the Arctic doesn't stay in the ArcticThe changing Arctic climate is of huge importance here in the UK.
Arctic temperatures are estimated to have risen 2C since 1850 compared with 1C globally.",07/22/2020
UK electrical waste mountain growing,"UK households and businesses produce 1.45 million tonnes of electrical waste each year, research shows.
The increase in electrical waste has been relentless as the population has grown and new consumer electronics reach the market.
She told BBC News: “These figures on electrical waste are quite enormous.
We’d like to see small waste electricals collected alongside other recyclables from the doorstep.""
“We will be reviewing the regulations on electrical items to help drive up recycling, encourage better eco-design and ensure manufacturers and retailers take responsibility for waste electricals.”Follow Roger on Twitter.",07/22/2020
"COVID-19 Risk Doesn't Depend (Much) on Blood Type, New Studies Find","But over the past few months, after looking at thousands of additional patients with COVID-19, scientists are reporting a much weaker link to blood type.
But blood type did not affect whether people would have to be placed on ventilators, or their odds of dying.
That’s because blood type influences how your immune system fights against infections.
People with Type A blood don’t make the same kind of antibodies as people with Type B blood, for example.
It’s conceivable that these molecular differences in the immune system explain the purported link between blood type and coronavirus infections.",07/22/2020
Nuclear blast sends star hurtling across galaxy,"A star has been sent hurtling across the galaxy after undergoing a partial supernova, astronomers say.
These heavier elements are normally cooked up from the lighter ones, and make up the defining features of thermonuclear supernovas.
The nature of the nuclear burning that occurs in a supernova is different from the reactions that release energy in nuclear power plants or most nuclear weapons.
Most uses of nuclear energy on Earth rely on fission - which breaks down heavier elements into lighter ones - rather than the fusion that occurs in a star.
In a thermonuclear supernova, the density and temperature in the star becomes so high that fusion of heavier elements ignites, starting with carbon and oxygen as 'fuel', and fusing heavier and heavier elements.""",07/22/2020
Natural solutions boosted to help prevent floods,"Last winter saw extensive flooding across the countryA new approach to combating floods in England, backing natural solutions with government cash, has been unveiled.
It includes funding for schemes such as creating sustainable drainage systems - and building hollows in the ground to catch flood water in heavy rain, before storing it to tackle summer droughts.
And £200 million of the floods budget will be earmarked for measures including natural flood prevention to capture water on farmers' fields during heavy rainfall.
It says the cash will help protect a third of a million properties in England up to 2027.
There will be money for innovative projects such as sustainable drainage systems to provide porous surfaces in new developments to prevent water run-off.",07/22/2020
